No.,설비속성ID,설비속성명,설비속성식별명,설비속성설명,속성그룹,속성구분,데이터유형,최대길이,소수점자리수,단위그룹,기본단위,필수속성,정렬순서,상세설비속성여부,사용여부
18416,28364,VENDORS REVIEW AND COMMENTS ON PURCHASERS_MISCELLANEOUS REQUIRED,,VENDORS REVIEW AND COMMENTS ON PURCHASERS_MISCELLANEOUS REQUIRED,SPECIAL PURPOSE STEAM TURBINE,개별속성,코드,"1,000.0",0.0,,,N,28364,N,Y
18417,28365,VENDORS REVIEW AND COMMENTS ON PURCHASES PIPING AND FOUNDATION,,VENDORS REVIEW AND COMMENTS ON PURCHASES PIPING AND FOUNDATION,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,28365,N,Y
18418,28366,VENT BUFFER GAS SEAL PACKING ARRANGEMENT_CONSTANT REQUIRED,,VENT BUFFER GAS SEAL PACKING ARRANGEMENT_CONSTANT REQUIRED,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,28366,N,Y
18419,28367,VENT BUFFER GAS SEAL PACKING ARRANGEMENT_VARIABLE DISPOSAL SYSTEM REQUIRED,,VENT BUFFER GAS SEAL PACKING ARRANGEMENT_VARIABLE DISPOSAL SYSTEM REQUIRED,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,28367,N,Y
18420,28368,VENT CONNECTION_NUMBER,,VENT CONNECTION_NUMBER,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,28368,N,Y
18421,28369,VENT CONNECTION_RATING,,VENT CONNECTION_RATING,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,28369,N,Y
18422,28370,VENT CONNECTION_SIZE,,VENT CONNECTION_SIZE,ROTARY COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,28370,N,Y
18423,28371,VENT CONNECTION_TYPE,,VENT CONNECTION_TYPE,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,28371,N,Y
18424,28372,VENT DISCHARGE SUPPRESSOR SPECIFICATION,,VENT DISCHARGE SUPPRESSOR SPECIFICATION,RECIPROCATING PUMP,개별속성,문자,"1,000.0",0.0,,,N,28372,N,Y
18425,28373,VENT DISCHARGE SUPPRESSOR_AS BUILT SPECIFICATION,,VENT DISCHARGE SUPPRESSOR_AS BUILT SPECIFICATION,RECIPROCATING PUMP,개별속성,문자,"1,000.0",0.0,,,N,28373,N,Y
18426,28374,VENT DISCHARGE SUPPRESSOR_REQUIRED Y/N REQUIRED,,VENT DISCHARGE SUPPRESSOR_REQUIRED Y/N REQUIRED,RECIPROCATING PUMP,개별속성,문자,"1,000.0",0.0,,,N,28374,N,Y
18427,28375,VENT DRAIN PURGE PIPING VY MANUFACTURER Y/N,,VENT DRAIN PURGE PIPING VY MANUFACTURER Y/N,RECIPROCATING COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,28375,N,Y
18428,28376,VENT INLET SUPPRESSOR SPECIFICATION,,VENT INLET SUPPRESSOR SPECIFICATION,RECIPROCATING PUMP,개별속성,문자,"1,000.0",0.0,,,N,28376,N,Y
18429,28377,VENT INLET SUPPRESSOR_AS BUILT SPECIFICATION,,VENT INLET SUPPRESSOR_AS BUILT SPECIFICATION,RECIPROCATING PUMP,개별속성,문자,"1,000.0",0.0,,,N,28377,N,Y
18430,28378,VENT INLET SUPPRESSOR_REQUIRED Y/N REQUIRED,,VENT INLET SUPPRESSOR_REQUIRED Y/N REQUIRED,RECIPROCATING PUMP,개별속성,문자,"1,000.0",0.0,,,N,28378,N,Y
18431,28379,VENT NUMBER,,VENT NUMBER,CENTRIFUGAL PUMP,개별속성,문자,"1,000.0",0.0,,,N,28379,N,Y
18432,28380,VENT SIZE (NPS),,VENT SIZE (NPS),CENTRIFUGAL PUMP,개별속성,문자,"1,000.0",0.0,,,N,28380,N,Y
18433,28381,VENT TYPE,,VENT TYPE,CENTRIFUGAL PUMP,개별속성,문자,"1,000.0",0.0,,,N,28381,N,Y
18434,28382,VENTED TO_ATMOSPHERE,,VENTED TO_ATMOSPHERE,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,28382,N,Y
18435,28383,VENTED TO_FLARE AT PRESSURE,,VENTED TO_FLARE AT PRESSURE,RECIPROCATING COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,28383,N,Y
18436,28384,VENTED TO_FLARE REQUIRED,,VENTED TO_FLARE REQUIRED,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,28384,N,Y
18437,28385,VENTED TO_SUCTION AT PRESSURE,,VENTED TO_SUCTION AT PRESSURE,RECIPROCATING COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,28385,N,Y
18438,28386,VENTED TO_SUCTION REQUIRED,,VENTED TO_SUCTION REQUIRED,RECIPROCATING COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,28386,N,Y
18439,28387,VENTS_NUMBER,,VENTS_NUMBER,AXIAL AND CENTRIFUGAL COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,28387,N,Y
18440,28388,VENTS_SIZE,,VENTS_SIZE,AXIAL AND CENTRIFUGAL COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,28388,N,Y
18441,28389,VENTS_TYPE,,VENTS_TYPE,AXIAL AND CENTRIFUGAL COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,28389,N,Y
18442,28390,VERTICAL DRIVEN EQUIPMENT THRUST,,VERTICAL DRIVEN EQUIPMENT THRUST,GENERAL PURPOSE STEAM TURBINE,개별속성,문자,"1,000.0",0.0,,,N,28390,N,Y
18443,28391,VERTICAL STORAGE REQUIRED,,VERTICAL STORAGE REQUIRED,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,코드,"1,000.0",0.0,,,N,28391,N,Y
18444,28392,VERTICAL TURBINE THRUST CAPACITY,,VERTICAL TURBINE THRUST CAPACITY,GENERAL PURPOSE STEAM TURBINE,개별속성,숫자,18.0,5.0,,,N,28392,N,Y
18445,28393,VERTICAL Y FORCE,,VERTICAL Y FORCE,ROTARY COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,28393,N,Y
18446,28394,VERTICAL Y FORCE2,,VERTICAL Y FORCE2,ROTARY COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,28394,N,Y
18447,28395,VERTICAL Y MOMENT,,VERTICAL Y MOMENT,ROTARY COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,28395,N,Y
18448,28396,VERTICAL Y MOMENT2,,VERTICAL Y MOMENT2,ROTARY COMPRESSOR,개별속성,숫자,18.0,5.0,,,N,28396,N,Y
18449,28397,VIBRATION AND SHAFT POSITION PROBES AND PROXIMITORS_PURCHASER,,VIBRATION AND SHAFT POSITION PROBES AND PROXIMITORS_PURCHASER,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,28397,N,Y
18450,28398,VIBRATION AND SHAFT POSITION PROBES AND PROXIMITORS_VENDOR,,VIBRATION AND SHAFT POSITION PROBES AND PROXIMITORS_VENDOR,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,28398,N,Y
18451,28399,VIBRATION AND SHAFT POSITION READ OUT EQUIPMENT_PURCHASER,,VIBRATION AND SHAFT POSITION READ OUT EQUIPMENT_PURCHASER,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,28399,N,Y
18452,28400,VIBRATION AND SHAFT POSITION READ OUT EQUIPMENT_VENDOR,,VIBRATION AND SHAFT POSITION READ OUT EQUIPMENT_VENDOR,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,28400,N,Y
18453,28401,VIBRATION DESCRIPTON,,VIBRATION DESCRIPTON,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,28401,N,Y
18454,28402,VIBRATION DETECTORS_ACCELEROMETER_GEAR COUPLING END,,VIBRATION DETECTORS_ACCELEROMETER_GEAR COUPLING END,GEAR BOX,개별속성,문자,"1,000.0",0.0,,,N,28402,N,Y
18455,28403,VIBRATION DETECTORS_ACCELEROMETER_MANUFACTURER,,VIBRATION DETECTORS_ACCELEROMETER_MANUFACTURER,GEAR BOX,개별속성,문자,"1,000.0",0.0,,,N,28403,N,Y
18456,28404,VIBRATION DETECTORS_ACCELEROMETER_MANUFACTURER REQUIRED,,VIBRATION DETECTORS_ACCELEROMETER_MANUFACTURER REQUIRED,GEAR BOX,개별속성,문자,"1,000.0",0.0,,,N,28404,N,Y
18457,28405,VIBRATION DETECTORS_ACCELEROMETER_NUMBER REQUIRED,,VIBRATION DETECTORS_ACCELEROMETER_NUMBER REQUIRED,GEAR BOX,개별속성,문자,"1,000.0",0.0,,,N,28405,N,Y
18458,28406,VIBRATION DETECTORS_ACCELEROMETER_NUMBER REQUIRED DESCRIPTION,,VIBRATION DETECTORS_ACCELEROMETER_NUMBER REQUIRED DESCRIPTION,GEAR BOX,개별속성,문자,"1,000.0",0.0,,,N,28406,N,Y
18459,28407,VIBRATION DETECTORS_ACCELEROMETER_PINION COUPLING END,,VIBRATION DETECTORS_ACCELEROMETER_PINION COUPLING END,GEAR BOX,개별속성,문자,"1,000.0",0.0,,,N,28407,N,Y
18460,28408,VIBRATION DETECTORS_AXIAL DUAL PROBES AT EACH THRUST BEARING REQUIRED,,VIBRATION DETECTORS_AXIAL DUAL PROBES AT EACH THRUST BEARING REQUIRED,GEAR BOX,개별속성,문자,"1,000.0",0.0,,,N,28408,N,Y
18461,28409,VIBRATION DETECTORS_AXIAL MANUFACTURER DESCRIPTION,,VIBRATION DETECTORS_AXIAL MANUFACTURER DESCRIPTION,GEAR BOX,개별속성,문자,"1,000.0",0.0,,,N,28409,N,Y
18462,28410,VIBRATION DETECTORS_AXIAL MANUFACTURER REQUIRED,,VIBRATION DETECTORS_AXIAL MANUFACTURER REQUIRED,GEAR BOX,개별속성,문자,"1,000.0",0.0,,,N,28410,N,Y
18463,28411,VIBRATION DETECTORS_AXIAL SINGLE PROBE ANY SHAFT WITHOUT THRUST BEARING REQUIRED,,VIBRATION DETECTORS_AXIAL SINGLE PROBE ANY SHAFT WITHOUT THRUST BEARING REQUIRED,GEAR BOX,개별속성,문자,"1,000.0",0.0,,,N,28411,N,Y
18464,28412,VIBRATION DETECTORS_CASING VIBRATION MONITORS REQUIRED,,VIBRATION DETECTORS_CASING VIBRATION MONITORS REQUIRED,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,코드,"1,000.0",0.0,,,N,28412,N,Y
18465,28413,VIBRATION DETECTORS_CASING VIBRATION TRANSDUCERS REQUIRED,,VIBRATION DETECTORS_CASING VIBRATION TRANSDUCERS REQUIRED,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,코드,"1,000.0",0.0,,,N,28413,N,Y
18466,28414,VIBRATION DETECTORS_MANUFACTURER,,VIBRATION DETECTORS_MANUFACTURER,SPECIAL PURPOSE STEAM TURBINE,개별속성,문자,"1,000.0",0.0,,,N,28414,N,Y
18467,28415,VIBRATION DETECTORS_MODEL,,VIBRATION DETECTORS_MODEL,SPECIAL PURPOSE STEAM TURBINE,개별속성,문자,"1,000.0",0.0,,,N,28415,N,Y
18468,28416,VIBRATION DETECTORS_MONITOR ENCLOSURE,,VIBRATION DETECTORS_MONITOR ENCLOSURE,SPECIAL PURPOSE STEAM TURBINE,개별속성,숫자,18.0,5.0,,,N,28416,N,Y
18469,28417,VIBRATION DETECTORS_MONITOR SUPPLIED BY,,VIBRATION DETECTORS_MONITOR SUPPLIED BY,SPECIAL PURPOSE STEAM TURBINE,개별속성,문자,"1,000.0",0.0,,,N,28417,N,Y
18470,28418,VIBRATION DETECTORS_MONITOR SUPPLIED BY ENCLOSURE,,VIBRATION DETECTORS_MONITOR SUPPLIED BY ENCLOSURE,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,28418,N,Y
18471,28419,VIBRATION DETECTORS_MONITOR SUPPLIED BY LOCATION,,VIBRATION DETECTORS_MONITOR SUPPLIED BY LOCATION,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,28419,N,Y
18472,28420,VIBRATION DETECTORS_MONITOR SUPPLIED BY MANUFACTURER,,VIBRATION DETECTORS_MONITOR SUPPLIED BY MANUFACTURER,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,28420,N,Y
18473,28421,VIBRATION DETECTORS_MONITOR SUPPLIED BY MODEL,,VIBRATION DETECTORS_MONITOR SUPPLIED BY MODEL,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,28421,N,Y
18474,28422,VIBRATION DETECTORS_MONITOR SUPPLIED BY SCALE RANGE,,VIBRATION DETECTORS_MONITOR SUPPLIED BY SCALE RANGE,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,28422,N,Y
18475,28423,VIBRATION DETECTORS_MONITOR SUPPLIED BY SET AT,,VIBRATION DETECTORS_MONITOR SUPPLIED BY SET AT,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,숫자,18.0,5.0,,,N,28423,N,Y
18476,28424,VIBRATION DETECTORS_MONITOR SUPPLIED BY SHUTDOWN_SET AT,,VIBRATION DETECTORS_MONITOR SUPPLIED BY SHUTDOWN_SET AT,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,28424,N,Y
18477,28425,VIBRATION DETECTORS_MONITOR SUPPLIED BY SHUTDOWN_TIME DELAY,,VIBRATION DETECTORS_MONITOR SUPPLIED BY SHUTDOWN_TIME DELAY,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,28425,N,Y
18478,28426,VIBRATION DETECTORS_OSCILLATOR DETECTORS SUPPLIED BY,,VIBRATION DETECTORS_OSCILLATOR DETECTORS SUPPLIED BY,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,28426,N,Y
18479,28427,VIBRATION DETECTORS_OSCILLATOR DETECTORS SUPPLIED BY MANUFACTURER,,VIBRATION DETECTORS_OSCILLATOR DETECTORS SUPPLIED BY MANUFACTURER,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,28427,N,Y
18480,28428,VIBRATION DETECTORS_OSCILLATOR DETECTORS SUPPLIED BY MODEL,,VIBRATION DETECTORS_OSCILLATOR DETECTORS SUPPLIED BY MODEL,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,28428,N,Y
18481,28429,VIBRATION DETECTORS_RADIAL_MANUFACTURER DESCRIPTION,,VIBRATION DETECTORS_RADIAL_MANUFACTURER DESCRIPTION,GEAR BOX,개별속성,문자,"1,000.0",0.0,,,N,28429,N,Y
18482,28430,VIBRATION DETECTORS_RADIAL_MANUFACTURER REQUIRED,,VIBRATION DETECTORS_RADIAL_MANUFACTURER REQUIRED,GEAR BOX,개별속성,문자,"1,000.0",0.0,,,N,28430,N,Y
18483,28431,VIBRATION DETECTORS_SEE ATTACHED API 670 DATA SHEET_MANUFACTURER,,VIBRATION DETECTORS_SEE ATTACHED API 670 DATA SHEET_MANUFACTURER,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,28431,N,Y
18484,28432,VIBRATION DETECTORS_SEE ATTACHED API 670 DATA SHEET_MODEL,,VIBRATION DETECTORS_SEE ATTACHED API 670 DATA SHEET_MODEL,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,28432,N,Y
18485,28433,VIBRATION DETECTORS_SEE ATTACHED API 670 DATA SHEET_NUMBER AT EA SHAFT BEARING,,VIBRATION DETECTORS_SEE ATTACHED API 670 DATA SHEET_NUMBER AT EA SHAFT BEARING,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,28433,N,Y
18486,28434,VIBRATION DETECTORS_SEE ATTACHED API 670 DATA SHEET_TOTAL NUMBER,,VIBRATION DETECTORS_SEE ATTACHED API 670 DATA SHEET_TOTAL NUMBER,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,28434,N,Y
18487,28435,VIBRATION DETECTORS_SEE ATTACHED API 670 DATA SHEET_TYPE,,VIBRATION DETECTORS_SEE ATTACHED API 670 DATA SHEET_TYPE,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,문자,"1,000.0",0.0,,,N,28435,N,Y
18488,28436,VIBRATION DETECTORS_TOTAL NUMBER,,VIBRATION DETECTORS_TOTAL NUMBER,SPECIAL PURPOSE STEAM TURBINE,개별속성,문자,"1,000.0",0.0,,,N,28436,N,Y
18489,28437,VIBRATION DETECTORS_TYPE,,VIBRATION DETECTORS_TYPE,SPECIAL PURPOSE STEAM TURBINE,개별속성,문자,"1,000.0",0.0,,,N,28437,N,Y
18490,28438,VIBRATION DETECTOR_NUMBER AT EACH SHAFT BEARING,,VIBRATION DETECTOR_NUMBER AT EACH SHAFT BEARING,SPECIAL PURPOSE STEAM TURBINE,개별속성,문자,"1,000.0",0.0,,,N,28438,N,Y
18491,28439,VIBRATION EQUIPMENT MANUFACTURER,,VIBRATION EQUIPMENT MANUFACTURER,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,28439,N,Y
18492,28440,VIBRATION EQUIPMENT SIZE,,VIBRATION EQUIPMENT SIZE,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,28440,N,Y
18493,28441,VIBRATION EQUIPMENT TYPE,,VIBRATION EQUIPMENT TYPE,ROTARY COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,28441,N,Y
18494,28442,VIBRATION MINTOR SUPPLIED BY GEAR VENDOR REQUIRED,,VIBRATION MINTOR SUPPLIED BY GEAR VENDOR REQUIRED,GEAR BOX,개별속성,문자,"1,000.0",0.0,,,N,28442,N,Y
18495,28443,VIBRATION MINTOR SUPPLIED BY OTHER REQUIRED,,VIBRATION MINTOR SUPPLIED BY OTHER REQUIRED,GEAR BOX,개별속성,문자,"1,000.0",0.0,,,N,28443,N,Y
18496,28444,VIBRATION PLOTS REQUIRED,,VIBRATION PLOTS REQUIRED,GAS TURBINE,개별속성,코드,"1,000.0",0.0,,,N,28444,N,Y
18497,28445,VIBRATION PROBES,,VIBRATION PROBES,GENERAL PURPOSE STEAM TURBINE,개별속성,문자,"1,000.0",0.0,,,N,28445,N,Y
18498,28446,VIBRATION READ OUT LOCATED ON_LOCAL PANEL,,VIBRATION READ OUT LOCATED ON_LOCAL PANEL,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,28446,N,Y
18499,28447,VIBRATION READ OUT LOCATED ON_MAIN BOARD,,VIBRATION READ OUT LOCATED ON_MAIN BOARD,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,28447,N,Y
18500,28448,VIBRATION READ OUT LOCATED ON_PURCHASER,,VIBRATION READ OUT LOCATED ON_PURCHASER,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,28448,N,Y
18501,28449,VIBRATION READ OUT LOCATED ON_SEPARATE PANEL,,VIBRATION READ OUT LOCATED ON_SEPARATE PANEL,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,28449,N,Y
18502,28450,VIBRATION READ OUT LOCATED ON_VENDOR,,VIBRATION READ OUT LOCATED ON_VENDOR,ROTARY COMPRESSOR,개별속성,코드,"1,000.0",0.0,,,N,28450,N,Y
18503,28451,VIBRATION SENSOR TYPE,,VIBRATION SENSOR TYPE,MISC SENSOR & TRANSMITTER 공통,개별속성,문자,"1,000.0",0.0,,,N,28451,N,Y
18504,28452,VIBRATION SHUTDOWN DELAY TIME,,VIBRATION SHUTDOWN DELAY TIME,GEAR BOX,개별속성,숫자,18.0,5.0,,,N,28452,N,Y
18505,28453,VIBRATIONS MONITORING AND EQUIPMENT_MANUFACTURER,,VIBRATIONS MONITORING AND EQUIPMENT_MANUFACTURER,RECIPROCATING COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,28453,N,Y
18506,28454,VIBRATIONS MONITORING AND EQUIPMENT_MATERIAL,,VIBRATIONS MONITORING AND EQUIPMENT_MATERIAL,RECIPROCATING COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,28454,N,Y
18507,28455,VIBRATIONS MONITORING AND EQUIPMENT_TYPE,,VIBRATIONS MONITORING AND EQUIPMENT_TYPE,RECIPROCATING COMPRESSOR,개별속성,문자,"1,000.0",0.0,,,N,28455,N,Y
18508,28456,VIBRATION_ACCELEROMETER ON GEAR BOX_ALARM,,VIBRATION_ACCELEROMETER ON GEAR BOX_ALARM,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,숫자,18.0,5.0,,,N,28456,N,Y
18509,28457,VIBRATION_ACCELEROMETER ON GEAR BOX_ELEMENT INSTALLED BY PURCHASER,,VIBRATION_ACCELEROMETER ON GEAR BOX_ELEMENT INSTALLED BY PURCHASER,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,숫자,18.0,5.0,,,N,28457,N,Y
18510,28458,VIBRATION_ACCELEROMETER ON GEAR BOX_ELEMENT INSTALLED BY VENDOR,,VIBRATION_ACCELEROMETER ON GEAR BOX_ELEMENT INSTALLED BY VENDOR,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,숫자,18.0,5.0,,,N,28458,N,Y
18511,28459,VIBRATION_ACCELEROMETER ON GEAR BOX_ELEMENT LOCATION_LOCAL PANEL,,VIBRATION_ACCELEROMETER ON GEAR BOX_ELEMENT LOCATION_LOCAL PANEL,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,문자,"1,000.0",0.0,,,N,28459,N,Y
18512,28460,VIBRATION_ACCELEROMETER ON GEAR BOX_ELEMENT LOCATION_PURCHASER PIPING,,VIBRATION_ACCELEROMETER ON GEAR BOX_ELEMENT LOCATION_PURCHASER PIPING,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,문자,"1,000.0",0.0,,,N,28460,N,Y
18513,28461,VIBRATION_ACCELEROMETER ON GEAR BOX_ELEMENT LOCATION_VENDOR PACKAGE,,VIBRATION_ACCELEROMETER ON GEAR BOX_ELEMENT LOCATION_VENDOR PACKAGE,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,문자,"1,000.0",0.0,,,N,28461,N,Y
18514,28462,VIBRATION_ACCELEROMETER ON GEAR BOX_ELEMENT PROVIDED BY PURCHASER,,VIBRATION_ACCELEROMETER ON GEAR BOX_ELEMENT PROVIDED BY PURCHASER,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,숫자,18.0,5.0,,,N,28462,N,Y
18515,28463,VIBRATION_ACCELEROMETER ON GEAR BOX_ELEMENT PROVIDED BY VENDOR,,VIBRATION_ACCELEROMETER ON GEAR BOX_ELEMENT PROVIDED BY VENDOR,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,숫자,18.0,5.0,,,N,28463,N,Y
18516,28464,VIBRATION_ACCELEROMETER ON GEAR BOX_ELEMENT TYPE_DIRECT READOUT,,VIBRATION_ACCELEROMETER ON GEAR BOX_ELEMENT TYPE_DIRECT READOUT,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,문자,"1,000.0",0.0,,,N,28464,N,Y
18517,28465,VIBRATION_ACCELEROMETER ON GEAR BOX_ELEMENT TYPE_SWITCH,,VIBRATION_ACCELEROMETER ON GEAR BOX_ELEMENT TYPE_SWITCH,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,문자,"1,000.0",0.0,,,N,28465,N,Y
18518,28466,VIBRATION_ACCELEROMETER ON GEAR BOX_INDICATOR LOCATION_LOCAL PANEL,,VIBRATION_ACCELEROMETER ON GEAR BOX_INDICATOR LOCATION_LOCAL PANEL,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,문자,"1,000.0",0.0,,,N,28466,N,Y
18519,28467,VIBRATION_ACCELEROMETER ON GEAR BOX_INDICATOR LOCATION_PURCHASER PIPING,,VIBRATION_ACCELEROMETER ON GEAR BOX_INDICATOR LOCATION_PURCHASER PIPING,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,문자,"1,000.0",0.0,,,N,28467,N,Y
18520,28468,VIBRATION_ACCELEROMETER ON GEAR BOX_INDICATOR LOCATION_VENDOR PACKAGE,,VIBRATION_ACCELEROMETER ON GEAR BOX_INDICATOR LOCATION_VENDOR PACKAGE,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,문자,"1,000.0",0.0,,,N,28468,N,Y
18521,28469,VIBRATION_ACCELEROMETER ON GEAR BOX_INDICATOR PROVIDED BY PURCHASER,,VIBRATION_ACCELEROMETER ON GEAR BOX_INDICATOR PROVIDED BY PURCHASER,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,숫자,18.0,5.0,,,N,28469,N,Y
18522,28470,VIBRATION_ACCELEROMETER ON GEAR BOX_INDICATOR PROVIDED BY VENDOR,,VIBRATION_ACCELEROMETER ON GEAR BOX_INDICATOR PROVIDED BY VENDOR,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,숫자,18.0,5.0,,,N,28470,N,Y
18523,28471,VIBRATION_ACCELEROMETER ON GEAR BOX_REPEAT SIGNAL,,VIBRATION_ACCELEROMETER ON GEAR BOX_REPEAT SIGNAL,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,숫자,18.0,5.0,,,N,28471,N,Y
18524,28472,VIBRATION_ACCELEROMETER ON GEAR BOX_SHUTDOWN,,VIBRATION_ACCELEROMETER ON GEAR BOX_SHUTDOWN,INTEGRALLY GEARED COMPRESSOR (AIR),개별속성,숫자,18.0,5.0,,,N,28472,N,Y
18525,28473,VIBRATION_ALARM REQUIRED,,VIBRATION_ALARM REQUIRED,SEALLESS PUMP,개별속성,코드,"1,000.0",0.0,,,N,28473,N,Y
18526,28474,VIBRATION_ALLOWABLE CASE TEST LEVEL,,VIBRATION_ALLOWABLE CASE TEST LEVEL,GAS TURBINE,개별속성,숫자,18.0,5.0,,,N,28474,N,Y
18527,28475,VIBRATION_ALLOWABLE TEST LEVEL_BULL GEAR,,VIBRATION_ALLOWABLE TEST LEVEL_BULL GEAR,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,숫자,18.0,5.0,,,N,28475,N,Y
18528,28476,VIBRATION_ALLOWABLE TEST LEVEL_ROTOR 1,,VIBRATION_ALLOWABLE TEST LEVEL_ROTOR 1,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,숫자,18.0,5.0,,,N,28476,N,Y
18529,28477,VIBRATION_ALLOWABLE TEST LEVEL_ROTOR 2,,VIBRATION_ALLOWABLE TEST LEVEL_ROTOR 2,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,숫자,18.0,5.0,,,N,28477,N,Y
18530,28478,VIBRATION_ALLOWABLE TEST LEVEL_ROTOR 3,,VIBRATION_ALLOWABLE TEST LEVEL_ROTOR 3,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,숫자,18.0,5.0,,,N,28478,N,Y
18531,28479,VIBRATION_ALLOWABLE TEST LEVEL_ROTOR 4,,VIBRATION_ALLOWABLE TEST LEVEL_ROTOR 4,INTEGRALLY GEARED COMPRESSOR (PROCESS),개별속성,숫자,18.0,5.0,,,N,28479,N,Y
18532,28480,VIBRATION_ALLOWABLE TEST LEVEL_SHAFT,,VIBRATION_ALLOWABLE TEST LEVEL_SHAFT,GAS TURBINE,개별속성,숫자,18.0,5.0,,,N,28480,N,Y
